Year,Month,Day,Hour,Minute,DHI,GHI,DNI,Temperature
2021,1,1,0,30,0,0,0,9.700000000000001
2021,1,1,1,30,0,0,0,0.6000000000000001
2021,1,1,2,30,0,0,0,0.5
2021,1,1,3,30,0,0,0,0.4
2021,1,1,4,30,0,0,0,0.30000000000000004
2021,1,1,5,30,0,0,0,0.30000000000000004
2021,1,1,6,30,0,0,0,0.30000000000000004
2021,1,1,7,30,0,0,0,0.1
2021,1,1,8,30,0,0,0,0.4
2021,1,1,9,30,4,4,0,1.8
2021,1,1,10,30,30,30,0,3.2
2021,1,1,11,30,65,210,595,4
2021,1,1,12,30,109,113,14,4.3
2021,1,1,13,30,99,100,2,4.3
2021,1,1,14,30,29,29,0,3.8000000000000003
2021,1,1,15,30,14,14,0,2.6
2021,1,1,16,30,4,4,0,1.2000000000000002
2021,1,1,17,30,0,0,0,0.6000000000000001
2021,1,1,18,30,0,0,0,0.2
2021,1,1,19,30,0,0,0,0
2021,1,1,20,30,0,0,0,-0.2
2021,1,1,21,30,0,0,0,-0.30000000000000004
2021,1,1,22,30,0,0,0,-0.4
2021,1,1,23,30,0,0,0,-0.4
2021,1,2,0,30,0,0,0,-0.30000000000000004
2021,1,2,1,30,0,0,0,-0.1
2021,1,2,2,30,0,0,0,0.4
2021,1,2,3,30,0,0,0,0.9
2021,1,2,4,30,0,0,0,1.3
2021,1,2,5,30,0,0,0,1.7000000000000002
2021,1,2,6,30,0,0,0,2
2021,1,2,7,30,0,0,0,2.2
2021,1,2,8,30,0,0,0,2.7
2021,1,2,9,30,28,46,245,3.5
2021,1,2,10,30,45,45,0,4.4
2021,1,2,11,30,21,21,0,5.1000000000000005
2021,1,2,12,30,31,31,0,5.5
2021,1,2,13,30,60,242,678,5.6000000000000005
2021,1,2,14,30,45,45,0,5.300000000000001
2021,1,2,15,30,16,16,0,4.6000000000000005
2021,1,2,16,30,6,6,0,3.9000000000000004
2021,1,2,17,30,0,0,0,3.5
2021,1,2,18,30,0,0,0,3.4000000000000004
2021,1,2,19,30,0,0,0,3.3000000000000003
2021,1,2,20,30,0,0,0,3.2
2021,1,2,21,30,0,0,0,3
2021,1,2,22,30,0,0,0,2.7
2021,1,2,23,30,0,0,0,2.5
2021,1,3,0,30,0,0,0,2.3000000000000003
2021,1,3,1,30,0,0,0,1.9000000000000001
2021,1,3,2,30,0,0,0,1.6
2021,1,3,3,30,0,0,0,1.3
2021,1,3,4,30,0,0,0,1.1
2021,1,3,5,30,0,0,0,0.8
2021,1,3,6,30,0,0,0,0.5
2021,1,3,7,30,0,0,0,0.30000000000000004
2021,1,3,8,30,0,0,0,0.30000000000000004
2021,1,3,9,30,5,5,0,0.9
2021,1,3,10,30,5,5,0,2
2021,1,3,11,30,7,7,0,3
2021,1,3,12,30,9,9,0,3.8000000000000003
2021,1,3,13,30,28,28,0,4.2
2021,1,3,14,30,7,7,0,3.9000000000000004
2021,1,3,15,30,4,4,0,2.8000000000000003
2021,1,3,16,30,4,4,0,1.8
2021,1,3,17,30,0,0,0,1.3
2021,1,3,18,30,0,0,0,0.8
2021,1,3,19,30,0,0,0,0.7000000000000001
2021,1,3,20,30,0,0,0,0.8
2021,1,3,21,30,0,0,0,0.9
2021,1,3,22,30,0,0,0,1
2021,1,3,23,30,0,0,0,1.1
2021,1,4,0,30,0,0,0,1.2000000000000002
2021,1,4,1,30,0,0,0,1.4000000000000001
2021,1,4,2,30,0,0,0,1.5
2021,1,4,3,30,0,0,0,1.6
2021,1,4,4,30,0,0,0,1.5
2021,1,4,5,30,0,0,0,1.3
2021,1,4,6,30,0,0,0,1.3
2021,1,4,7,30,0,0,0,1.2000000000000002
2021,1,4,8,30,0,0,0,1.2000000000000002
2021,1,4,9,30,3,3,0,1.5
2021,1,4,10,30,5,5,0,1.9000000000000001
2021,1,4,11,30,7,7,0,2.4000000000000004
2021,1,4,12,30,9,9,0,2.9000000000000004
2021,1,4,13,30,8,8,0,3.1
2021,1,4,14,30,7,7,0,3
2021,1,4,15,30,4,4,0,2.5
2021,1,4,16,30,4,4,0,2.1
2021,1,4,17,30,0,0,0,1.8
2021,1,4,18,30,0,0,0,1.6
2021,1,4,19,30,0,0,0,1.4000000000000001
2021,1,4,20,30,0,0,0,1.2000000000000002
2021,1,4,21,30,0,0,0,0.9
2021,1,4,22,30,0,0,0,0.7000000000000001
2021,1,4,23,30,0,0,0,0.6000000000000001
2021,1,5,0,30,0,0,0,0.5
2021,1,5,1,30,0,0,0,0.4
2021,1,5,2,30,0,0,0,0.4
2021,1,5,3,30,0,0,0,0.4
2021,1,5,4,30,0,0,0,0.2
2021,1,5,5,30,0,0,0,0
2021,1,5,6,30,0,0,0,0
2021,1,5,7,30,0,0,0,0
2021,1,5,8,30,0,0,0,0.2
2021,1,5,9,30,4,4,0,0.8
2021,1,5,10,30,5,5,0,1.7000000000000002
2021,1,5,11,30,7,7,0,2.4000000000000004
2021,1,5,12,30,9,9,0,2.8000000000000003
2021,1,5,13,30,9,9,0,2.9000000000000004
2021,1,5,14,30,7,7,0,2.7
2021,1,5,15,30,4,4,0,2
2021,1,5,16,30,3,3,0,1.3
2021,1,5,17,30,0,0,0,1.1
2021,1,5,18,30,0,0,0,1.2000000000000002
2021,1,5,19,30,0,0,0,1.2000000000000002
2021,1,5,20,30,0,0,0,1
2021,1,5,21,30,0,0,0,0.9
2021,1,5,22,30,0,0,0,0.9
2021,1,5,23,30,0,0,0,0.8
2021,1,6,0,30,0,0,0,0.7000000000000001
2021,1,6,1,30,0,0,0,0.7000000000000001
2021,1,6,2,30,0,0,0,0.8
2021,1,6,3,30,0,0,0,0.9
2021,1,6,4,30,0,0,0,1
2021,1,6,5,30,0,0,0,1.1
2021,1,6,6,30,0,0,0,1.1
2021,1,6,7,30,0,0,0,0.9
2021,1,6,8,30,0,0,0,1
2021,1,6,9,30,10,10,0,1.5
2021,1,6,10,30,5,5,0,2.3000000000000003
2021,1,6,11,30,8,8,0,3.1
2021,1,6,12,30,4,4,0,3.6
2021,1,6,13,30,33,33,0,3.6
2021,1,6,14,30,19,19,0,3.1
2021,1,6,15,30,6,6,0,2
2021,1,6,16,30,3,3,0,1
2021,1,6,17,30,0,0,0,0.6000000000000001
2021,1,6,18,30,0,0,0,0.4
2021,1,6,19,30,0,0,0,0.30000000000000004
2021,1,6,20,30,0,0,0,0.30000000000000004
2021,1,6,21,30,0,0,0,0.2
2021,1,6,22,30,0,0,0,0.2
2021,1,6,23,30,0,0,0,0.30000000000000004
2021,1,7,0,30,0,0,0,0.2
2021,1,7,1,30,0,0,0,0.2
2021,1,7,2,30,0,0,0,0.2
2021,1,7,3,30,0,0,0,0.30000000000000004
2021,1,7,4,30,0,0,0,0.4
2021,1,7,5,30,0,0,0,0.5
2021,1,7,6,30,0,0,0,0.6000000000000001
2021,1,7,7,30,0,0,0,0.7000000000000001
2021,1,7,8,30,0,0,0,1
2021,1,7,9,30,5,5,0,1.9000000000000001
2021,1,7,10,30,6,6,0,2.8000000000000003
2021,1,7,11,30,4,4,0,3.2
2021,1,7,12,30,58,59,1,3.4000000000000004
2021,1,7,13,30,48,48,0,3.3000000000000003
2021,1,7,14,30,60,61,2,3.1
2021,1,7,15,30,7,7,0,2.8000000000000003
2021,1,7,16,30,3,3,0,2.4000000000000004
2021,1,7,17,30,0,0,0,2.2
2021,1,7,18,30,0,0,0,2
2021,1,7,19,30,0,0,0,2
2021,1,7,20,30,0,0,0,2
2021,1,7,21,30,0,0,0,2.2
2021,1,7,22,30,0,0,0,2.3000000000000003
2021,1,7,23,30,0,0,0,2.2
2021,1,8,0,30,0,0,0,2.1
2021,1,8,1,30,0,0,0,2
2021,1,8,2,30,0,0,0,1.9000000000000001
2021,1,8,3,30,0,0,0,1.8
2021,1,8,4,30,0,0,0,1.6
2021,1,8,5,30,0,0,0,1.4000000000000001
2021,1,8,6,30,0,0,0,1.2000000000000002
2021,1,8,7,30,0,0,0,1.1
2021,1,8,8,30,0,0,0,1.4000000000000001
2021,1,8,9,30,5,5,0,2.2
2021,1,8,10,30,5,5,0,3.1
2021,1,8,11,30,8,8,0,3.7
2021,1,8,12,30,37,37,0,4.1000000000000005
2021,1,8,13,30,47,47,0,4.2
2021,1,8,14,30,20,20,0,3.9000000000000004
2021,1,8,15,30,18,18,0,2.9000000000000004
2021,1,8,16,30,5,5,0,1.9000000000000001
2021,1,8,17,30,0,0,0,1.4000000000000001
2021,1,8,18,30,0,0,0,1.2000000000000002
2021,1,8,19,30,0,0,0,1
2021,1,8,20,30,0,0,0,0.6000000000000001
2021,1,8,21,30,0,0,0,0
2021,1,8,22,30,0,0,0,-0.6000000000000001
2021,1,8,23,30,0,0,0,-1.1
2021,1,9,0,30,0,0,0,-1.2000000000000002
2021,1,9,1,30,0,0,0,-1
2021,1,9,2,30,0,0,0,-0.7000000000000001
2021,1,9,3,30,0,0,0,-0.5
2021,1,9,4,30,0,0,0,-0.30000000000000004
2021,1,9,5,30,0,0,0,-0.30000000000000004
2021,1,9,6,30,0,0,0,-0.5
2021,1,9,7,30,0,0,0,-0.7000000000000001
2021,1,9,8,30,0,0,0,-0.5
2021,1,9,9,30,13,13,0,0.2
2021,1,9,10,30,34,34,0,1.4000000000000001
2021,1,9,11,30,57,231,683,2.8000000000000003
2021,1,9,12,30,97,98,1,4
2021,1,9,13,30,60,265,720,4.6000000000000005
2021,1,9,14,30,54,215,671,4
2021,1,9,15,30,43,131,548,2.6
2021,1,9,16,30,20,33,255,1.5
2021,1,9,17,30,0,0,0,0.9
2021,1,9,18,30,0,0,0,0.5
2021,1,9,19,30,0,0,0,0.2
2021,1,9,20,30,0,0,0,0.1
2021,1,9,21,30,0,0,0,0.1
2021,1,9,22,30,0,0,0,0.2
2021,1,9,23,30,0,0,0,0.4
2021,1,10,0,30,0,0,0,0.5
2021,1,10,1,30,0,0,0,0.6000000000000001
2021,1,10,2,30,0,0,0,0.6000000000000001
2021,1,10,3,30,0,0,0,0.30000000000000004
2021,1,10,4,30,0,0,0,-0.1
2021,1,10,5,30,0,0,0,-0.5
2021,1,10,6,30,0,0,0,-0.9
2021,1,10,7,30,0,0,0,-1.1
2021,1,10,8,30,0,0,0,-0.6000000000000001
2021,1,10,9,30,28,56,340,1
2021,1,10,10,30,22,22,0,2.6
2021,1,10,11,30,80,80,1,3.5
2021,1,10,12,30,62,271,717,4
2021,1,10,13,30,60,265,715,4
2021,1,10,14,30,55,216,663,3.2
2021,1,10,15,30,43,131,539,1.4000000000000001
2021,1,10,16,30,20,35,260,-0.1
2021,1,10,17,30,0,0,0,-0.6000000000000001
2021,1,10,18,30,0,0,0,-0.8
2021,1,10,19,30,0,0,0,-0.9
2021,1,10,20,30,0,0,0,-0.7000000000000001
2021,1,10,21,30,0,0,0,-0.4
2021,1,10,22,30,0,0,0,-0.2
2021,1,10,23,30,0,0,0,0.1
2021,1,11,0,30,0,0,0,0.30000000000000004
2021,1,11,1,30,0,0,0,0.5
2021,1,11,2,30,0,0,0,0.6000000000000001
2021,1,11,3,30,0,0,0,0.6000000000000001
2021,1,11,4,30,0,0,0,0.6000000000000001
2021,1,11,5,30,0,0,0,0.6000000000000001
2021,1,11,6,30,0,0,0,0.6000000000000001
2021,1,11,7,30,0,0,0,0.6000000000000001
2021,1,11,8,30,0,0,0,0.9
2021,1,11,9,30,9,9,0,1.3
2021,1,11,10,30,5,5,0,2.1
2021,1,11,11,30,4,4,0,3
2021,1,11,12,30,8,8,0,3.8000000000000003
2021,1,11,13,30,21,21,0,4.3
2021,1,11,14,30,17,17,0,4.7
2021,1,11,15,30,8,8,0,4.9
2021,1,11,16,30,4,4,0,5
2021,1,11,17,30,0,0,0,5.2
2021,1,11,18,30,0,0,0,5.4
2021,1,11,19,30,0,0,0,5.7
2021,1,11,20,30,0,0,0,6
2021,1,11,21,30,0,0,0,6.2
2021,1,11,22,30,0,0,0,6.4
2021,1,11,23,30,0,0,0,6.4
2021,1,12,0,30,0,0,0,6.6000000000000005
2021,1,12,1,30,0,0,0,6.9
2021,1,12,2,30,0,0,0,7.5
2021,1,12,3,30,0,0,0,7.9
2021,1,12,4,30,0,0,0,8.200000000000001
2021,1,12,5,30,0,0,0,8.3
2021,1,12,6,30,0,0,0,8.3
2021,1,12,7,30,0,0,0,8.3
2021,1,12,8,30,0,0,0,8.200000000000001
2021,1,12,9,30,5,5,0,8.1
2021,1,12,10,30,5,5,0,7.9
2021,1,12,11,30,28,28,0,7.5
2021,1,12,12,30,129,130,4,7.1000000000000005
2021,1,12,13,30,16,16,0,6.7
2021,1,12,14,30,15,15,0,6.1000000000000005
2021,1,12,15,30,44,44,0,5.1000000000000005
2021,1,12,16,30,11,11,0,4
2021,1,12,17,30,0,0,0,3.5
2021,1,12,18,30,0,0,0,3.3000000000000003
2021,1,12,19,30,0,0,0,3
2021,1,12,20,30,0,0,0,2.7
2021,1,12,21,30,0,0,0,2.3000000000000003
2021,1,12,22,30,0,0,0,1.9000000000000001
2021,1,12,23,30,0,0,0,1.5
2021,1,13,0,30,0,0,0,1.4000000000000001
2021,1,13,1,30,0,0,0,1.5
2021,1,13,2,30,0,0,0,1.6
2021,1,13,3,30,0,0,0,1.5
2021,1,13,4,30,0,0,0,1.5
2021,1,13,5,30,0,0,0,1.3
2021,1,13,6,30,0,0,0,1
2021,1,13,7,30,0,0,0,0.7000000000000001
2021,1,13,8,30,0,0,0,1.1
2021,1,13,9,30,5,5,0,2.4000000000000004
2021,1,13,10,30,32,32,0,3.7
2021,1,13,11,30,151,166,57,4.6000000000000005
2021,1,13,12,30,10,10,0,5.300000000000001
2021,1,13,13,30,29,29,0,5.5
2021,1,13,14,30,8,8,0,5.1000000000000005
2021,1,13,15,30,3,3,0,4.1000000000000005
2021,1,13,16,30,3,3,0,3.2
2021,1,13,17,30,0,0,0,2.8000000000000003
2021,1,13,18,30,0,0,0,2.5
2021,1,13,19,30,0,0,0,2.2
2021,1,13,20,30,0,0,0,2.2
2021,1,13,21,30,0,0,0,2.3000000000000003
2021,1,13,22,30,0,0,0,2.4000000000000004
2021,1,13,23,30,0,0,0,2.4000000000000004
2021,1,14,0,30,0,0,0,2.4000000000000004
2021,1,14,1,30,0,0,0,2.4000000000000004
2021,1,14,2,30,0,0,0,2.3000000000000003
2021,1,14,3,30,0,0,0,2
2021,1,14,4,30,0,0,0,1.5
2021,1,14,5,30,0,0,0,0.9
2021,1,14,6,30,0,0,0,0.7000000000000001
2021,1,14,7,30,0,0,0,0.6000000000000001
2021,1,14,8,30,0,0,0,0.7000000000000001
2021,1,14,9,30,5,5,0,0.9
2021,1,14,10,30,4,4,0,1.2000000000000002
2021,1,14,11,30,9,9,0,1.7000000000000002
2021,1,14,12,30,11,11,0,2
2021,1,14,13,30,24,24,0,1.9000000000000001
2021,1,14,14,30,5,5,0,1.5
2021,1,14,15,30,18,18,0,1.1
2021,1,14,16,30,10,10,0,0.9
2021,1,14,17,30,0,0,0,0.8
2021,1,14,18,30,0,0,0,0.8
2021,1,14,19,30,0,0,0,0.7000000000000001
2021,1,14,20,30,0,0,0,0.5
2021,1,14,21,30,0,0,0,0.30000000000000004
2021,1,14,22,30,0,0,0,-0.1
2021,1,14,23,30,0,0,0,-0.5
2021,1,15,0,30,0,0,0,-1
2021,1,15,1,30,0,0,0,-1.5
2021,1,15,2,30,0,0,0,-1.7000000000000002
2021,1,15,3,30,0,0,0,-1.9000000000000001
2021,1,15,4,30,0,0,0,-2.2
2021,1,15,5,30,0,0,0,-2.5
2021,1,15,6,30,0,0,0,-2.6
2021,1,15,7,30,0,0,0,-2.7
2021,1,15,8,30,0,0,0,-2.5
2021,1,15,9,30,5,5,0,-1.5
2021,1,15,10,30,6,6,0,0.1
2021,1,15,11,30,8,8,0,1.4000000000000001
2021,1,15,12,30,10,10,0,2.1
2021,1,15,13,30,42,42,0,2.4000000000000004
2021,1,15,14,30,8,8,0,2
2021,1,15,15,30,5,5,0,0.8
2021,1,15,16,30,4,4,0,-0.30000000000000004
2021,1,15,17,30,0,0,0,-0.7000000000000001
2021,1,15,18,30,0,0,0,-0.8
2021,1,15,19,30,0,0,0,-1.1
2021,1,15,20,30,0,0,0,-1.6
2021,1,15,21,30,0,0,0,-2
2021,1,15,22,30,0,0,0,-2.1
2021,1,15,23,30,0,0,0,-2.1
2021,1,16,0,30,0,0,0,-2
2021,1,16,1,30,0,0,0,-1.9000000000000001
2021,1,16,2,30,0,0,0,-1.7000000000000002
2021,1,16,3,30,0,0,0,-1.5
2021,1,16,4,30,0,0,0,-1.6
2021,1,16,5,30,0,0,0,-1.7000000000000002
2021,1,16,6,30,0,0,0,-1.8
2021,1,16,7,30,0,0,0,-1.7000000000000002
2021,1,16,8,30,0,0,0,-1.4000000000000001
2021,1,16,9,30,5,5,0,-1
2021,1,16,10,30,6,6,0,-0.6000000000000001
2021,1,16,11,30,8,8,0,-0.30000000000000004
2021,1,16,12,30,8,8,0,-0.1
2021,1,16,13,30,8,8,0,-0.1
2021,1,16,14,30,7,7,0,-0.2
2021,1,16,15,30,5,5,0,-0.4
2021,1,16,16,30,15,15,0,-0.5
2021,1,16,17,30,0,0,0,-0.6000000000000001
2021,1,16,18,30,0,0,0,-0.6000000000000001
2021,1,16,19,30,0,0,0,-0.4
2021,1,16,20,30,0,0,0,-0.5
2021,1,16,21,30,0,0,0,-0.6000000000000001
2021,1,16,22,30,0,0,0,-0.4
2021,1,16,23,30,0,0,0,0.30000000000000004
2021,1,17,0,30,0,0,0,1.4000000000000001
2021,1,17,1,30,0,0,0,2.7
2021,1,17,2,30,0,0,0,3.5
2021,1,17,3,30,0,0,0,3.7
2021,1,17,4,30,0,0,0,3.7
2021,1,17,5,30,0,0,0,3.5
2021,1,17,6,30,0,0,0,3.4000000000000004
2021,1,17,7,30,0,0,0,3.1
2021,1,17,8,30,0,0,0,3.1
2021,1,17,9,30,10,10,0,3.7
2021,1,17,10,30,14,14,0,4.5
2021,1,17,11,30,33,33,0,5.2
2021,1,17,12,30,34,34,0,5.800000000000001
2021,1,17,13,30,40,40,0,6
2021,1,17,14,30,69,234,621,5.7
2021,1,17,15,30,55,150,508,4.800000000000001
2021,1,17,16,30,6,6,0,3.5
2021,1,17,17,30,0,0,0,2.5
2021,1,17,18,30,0,0,0,1.8
2021,1,17,19,30,0,0,0,1.4000000000000001
2021,1,17,20,30,0,0,0,1.3
2021,1,17,21,30,0,0,0,1.5
2021,1,17,22,30,0,0,0,1.9000000000000001
2021,1,17,23,30,0,0,0,1.9000000000000001
2021,1,18,0,30,0,0,0,1.7000000000000002
2021,1,18,1,30,0,0,0,1.4000000000000001
2021,1,18,2,30,0,0,0,1.6
2021,1,18,3,30,0,0,0,1.9000000000000001
2021,1,18,4,30,0,0,0,2.1
2021,1,18,5,30,0,0,0,1.9000000000000001
2021,1,18,6,30,0,0,0,1.8
2021,1,18,7,30,0,0,0,1.8
2021,1,18,8,30,0,0,0,2
2021,1,18,9,30,6,6,0,2.7
2021,1,18,10,30,6,6,0,3.8000000000000003
2021,1,18,11,30,102,105,11,5.1000000000000005
2021,1,18,12,30,26,26,0,6
2021,1,18,13,30,98,101,11,6.4
2021,1,18,14,30,55,55,2,6.2
2021,1,18,15,30,4,4,0,5.7
2021,1,18,16,30,4,4,0,4.9
2021,1,18,17,30,0,0,0,4.4
2021,1,18,18,30,0,0,0,4.2
2021,1,18,19,30,0,0,0,4.1000000000000005
2021,1,18,20,30,0,0,0,4
2021,1,18,21,30,0,0,0,3.7
2021,1,18,22,30,0,0,0,3.4000000000000004
2021,1,18,23,30,0,0,0,3.2
2021,1,19,0,30,0,0,0,2.9000000000000004
2021,1,19,1,30,0,0,0,3
2021,1,19,2,30,0,0,0,3.3000000000000003
2021,1,19,3,30,0,0,0,3.5
2021,1,19,4,30,0,0,0,3.7
2021,1,19,5,30,0,0,0,3.7
2021,1,19,6,30,0,0,0,3.6
2021,1,19,7,30,0,0,0,4.2
2021,1,19,8,30,0,0,0,5.7
2021,1,19,9,30,5,5,0,7.2
2021,1,19,10,30,3,3,0,8.4
2021,1,19,11,30,13,13,0,9.200000000000001
2021,1,19,12,30,7,7,0,9.600000000000001
2021,1,19,13,30,10,10,0,9.600000000000001
2021,1,19,14,30,9,9,0,9.3
2021,1,19,15,30,13,13,0,8.8
2021,1,19,16,30,5,5,0,8.1
2021,1,19,17,30,0,0,0,7.4
2021,1,19,18,30,0,0,0,6.7
2021,1,19,19,30,0,0,0,6.2
2021,1,19,20,30,0,0,0,5.9
2021,1,19,21,30,0,0,0,5.800000000000001
2021,1,19,22,30,0,0,0,5.800000000000001
2021,1,19,23,30,0,0,0,5.6000000000000005
2021,1,20,0,30,0,0,0,5.5
2021,1,20,1,30,0,0,0,5.5
2021,1,20,2,30,0,0,0,5.7
2021,1,20,3,30,0,0,0,5.800000000000001
2021,1,20,4,30,0,0,0,5.7
2021,1,20,5,30,0,0,0,5.5
2021,1,20,6,30,0,0,0,5.2
2021,1,20,7,30,0,0,0,5.1000000000000005
2021,1,20,8,30,0,0,0,5.6000000000000005
2021,1,20,9,30,3,3,0,6.2
2021,1,20,10,30,4,4,0,6.9
2021,1,20,11,30,18,18,0,7.800000000000001
2021,1,20,12,30,23,23,0,8.5
2021,1,20,13,30,62,62,1,8.8
2021,1,20,14,30,90,93,11,9.1
2021,1,20,15,30,13,13,0,8.9
2021,1,20,16,30,10,10,0,8.3
2021,1,20,17,30,0,0,0,7.9
2021,1,20,18,30,0,0,0,7.9
2021,1,20,19,30,0,0,0,8.5
2021,1,20,20,30,0,0,0,9.200000000000001
2021,1,20,21,30,0,0,0,9.4
2021,1,20,22,30,0,0,0,9.5
2021,1,20,23,30,0,0,0,9.600000000000001
2021,1,21,0,30,0,0,0,10.100000000000001
2021,1,21,1,30,0,0,0,10.4
2021,1,21,2,30,0,0,0,10.5
2021,1,21,3,30,0,0,0,9.8
2021,1,21,4,30,0,0,0,7.6000000000000005
2021,1,21,5,30,0,0,0,5.7
2021,1,21,6,30,0,0,0,5
2021,1,21,7,30,0,0,0,4.800000000000001
2021,1,21,8,30,0,0,0,5.2
2021,1,21,9,30,37,75,355,6.1000000000000005
2021,1,21,10,30,10,10,0,6.9
2021,1,21,11,30,100,103,10,7.4
2021,1,21,12,30,94,95,5,7.800000000000001
2021,1,21,13,30,96,98,6,8.200000000000001
2021,1,21,14,30,113,114,4,8.200000000000001
2021,1,21,15,30,10,10,0,7.800000000000001
2021,1,21,16,30,7,7,0,7
2021,1,21,17,30,0,0,0,6.2
2021,1,21,18,30,0,0,0,5.7
2021,1,21,19,30,0,0,0,5.300000000000001
2021,1,21,20,30,0,0,0,5.1000000000000005
2021,1,21,21,30,0,0,0,5.4
2021,1,21,22,30,0,0,0,5.5
2021,1,21,23,30,0,0,0,4.9
2021,1,22,0,30,0,0,0,4.3
2021,1,22,1,30,0,0,0,4
2021,1,22,2,30,0,0,0,3.6
2021,1,22,3,30,0,0,0,3
2021,1,22,4,30,0,0,0,2.4000000000000004
2021,1,22,5,30,0,0,0,2
2021,1,22,6,30,0,0,0,1.6
2021,1,22,7,30,0,0,0,1.5
2021,1,22,8,30,0,0,0,2.1
2021,1,22,9,30,14,14,0,3.4000000000000004
2021,1,22,10,30,63,64,4,4.7
2021,1,22,11,30,137,152,51,5.800000000000001
2021,1,22,12,30,171,224,161,6.6000000000000005
2021,1,22,13,30,167,202,107,6.800000000000001
2021,1,22,14,30,138,151,44,6.5
2021,1,22,15,30,69,70,6,5
2021,1,22,16,30,15,15,0,2.7
2021,1,22,17,30,0,0,0,1.5
2021,1,22,18,30,0,0,0,1
2021,1,22,19,30,0,0,0,0.7000000000000001
2021,1,22,20,30,0,0,0,0.8
2021,1,22,21,30,0,0,0,1.2000000000000002
2021,1,22,22,30,0,0,0,1.7000000000000002
2021,1,22,23,30,0,0,0,2.1
2021,1,23,0,30,0,0,0,2.6
2021,1,23,1,30,0,0,0,3
2021,1,23,2,30,0,0,0,3.3000000000000003
2021,1,23,3,30,0,0,0,3.4000000000000004
2021,1,23,4,30,0,0,0,3.1
2021,1,23,5,30,0,0,0,2.7
2021,1,23,6,30,0,0,0,2.4000000000000004
2021,1,23,7,30,0,0,0,2.1
2021,1,23,8,30,0,0,0,2
2021,1,23,9,30,14,14,0,2
2021,1,23,10,30,4,4,0,2.2
2021,1,23,11,30,47,47,0,2.7
2021,1,23,12,30,32,32,0,3.3000000000000003
2021,1,23,13,30,22,22,0,3.9000000000000004
2021,1,23,14,30,28,28,0,4.1000000000000005
2021,1,23,15,30,7,7,0,3.8000000000000003
2021,1,23,16,30,9,9,0,3.1
2021,1,23,17,30,0,0,0,2.5
2021,1,23,18,30,0,0,0,2.2
2021,1,23,19,30,0,0,0,2.1
2021,1,23,20,30,0,0,0,2
2021,1,23,21,30,0,0,0,1.7000000000000002
2021,1,23,22,30,0,0,0,1.3
2021,1,23,23,30,0,0,0,1
2021,1,24,0,30,0,0,0,0.7000000000000001
2021,1,24,1,30,0,0,0,0.7000000000000001
2021,1,24,2,30,0,0,0,1
2021,1,24,3,30,0,0,0,1.2000000000000002
2021,1,24,4,30,0,0,0,1.2000000000000002
2021,1,24,5,30,0,0,0,1
2021,1,24,6,30,0,0,0,0.30000000000000004
2021,1,24,7,30,0,0,0,-0.6000000000000001
2021,1,24,8,30,0,0,0,-0.30000000000000004
2021,1,24,9,30,9,9,0,1.5
2021,1,24,10,30,54,55,3,3.1
2021,1,24,11,30,106,110,13,3.9000000000000004
2021,1,24,12,30,78,78,2,4.1000000000000005
2021,1,24,13,30,6,6,0,4
2021,1,24,14,30,60,61,2,3.5
2021,1,24,15,30,32,32,0,2.4000000000000004
2021,1,24,16,30,14,14,0,1.3
2021,1,24,17,30,0,0,0,0.8
2021,1,24,18,30,0,0,0,0.6000000000000001
2021,1,24,19,30,0,0,0,0.5
2021,1,24,20,30,0,0,0,0.30000000000000004
2021,1,24,21,30,0,0,0,0.1
2021,1,24,22,30,0,0,0,-0.1
2021,1,24,23,30,0,0,0,-0.2
2021,1,25,0,30,0,0,0,-0.4
2021,1,25,1,30,0,0,0,-0.8
2021,1,25,2,30,0,0,0,-1.2000000000000002
2021,1,25,3,30,0,0,0,-1.5
2021,1,25,4,30,0,0,0,-1.8
2021,1,25,5,30,0,0,0,-1.8
2021,1,25,6,30,0,0,0,-2
2021,1,25,7,30,0,0,0,-2.1
2021,1,25,8,30,0,0,0,-0.9
2021,1,25,9,30,17,17,0,1.4000000000000001
2021,1,25,10,30,51,197,647,3.3000000000000003
2021,1,25,11,30,59,285,748,4.3
2021,1,25,12,30,62,334,798,4.9
2021,1,25,13,30,12,12,0,5
2021,1,25,14,30,57,284,766,4.7
2021,1,25,15,30,48,195,673,3.2
2021,1,25,16,30,16,16,0,1
2021,1,25,17,30,0,0,0,0.2
2021,1,25,18,30,0,0,0,0.4
2021,1,25,19,30,0,0,0,0.6000000000000001
2021,1,25,20,30,0,0,0,0.8
2021,1,25,21,30,0,0,0,1.1
2021,1,25,22,30,0,0,0,1.3
2021,1,25,23,30,0,0,0,1.5
2021,1,26,0,30,0,0,0,1.8
2021,1,26,1,30,0,0,0,1.9000000000000001
2021,1,26,2,30,0,0,0,1.9000000000000001
2021,1,26,3,30,0,0,0,1.7000000000000002
2021,1,26,4,30,0,0,0,1.4000000000000001
2021,1,26,5,30,0,0,0,1
2021,1,26,6,30,0,0,0,0.7000000000000001
2021,1,26,7,30,0,0,0,0.5
2021,1,26,8,30,0,0,0,1.2000000000000002
2021,1,26,9,30,12,12,0,2.7
2021,1,26,10,30,85,87,11,4.1000000000000005
2021,1,26,11,30,160,165,17,5.1000000000000005
2021,1,26,12,30,195,209,40,5.7
2021,1,26,13,30,197,214,48,5.9
2021,1,26,14,30,148,152,10,5.6000000000000005
